Time,Price,Side
02/23/23 21:45:27,1649.33,Short
02/23/23 21:46:22,1649.6,Short
02/23/23 21:47:33,1648.35,Short
02/23/23 21:48:27,1648.52,Short
02/23/23 21:49:23,1647.96,Short
02/23/23 21:50:37,1646.55,Short
02/23/23 21:51:31,1648.33,Short
02/23/23 21:52:26,1647.98,Short
02/23/23 21:53:21,1646.6,Short
02/23/23 21:54:31,1646.81,Short
02/23/23 21:55:26,1645.36,Short
02/23/23 21:56:22,1646.07,Short
02/23/23 21:57:33,1645.95,Short
02/23/23 21:58:27,1644.71,Short
02/23/23 21:59:23,1644.31,Short
02/23/23 22:04:36,1641.54,Short
02/23/23 22:05:31,1641.91,Short
02/23/23 22:06:28,1644.5,Short
02/23/23 22:07:24,1642.23,Short
02/23/23 22:08:34,1643.13,Short
02/23/23 22:09:29,1642.45,Short
02/23/23 22:10:24,1642.89,Short
02/23/23 22:11:35,1641.62,Short
02/23/23 22:12:31,1640.42,Short
02/23/23 22:13:28,1639.59,Short
02/23/23 22:14:28,1638.19,Short
02/23/23 22:15:25,1638.0,Short
02/23/23 22:16:20,1640.05,Short
02/23/23 22:17:31,1641.32,Short
02/23/23 22:18:27,1641.75,Short
02/23/23 22:19:22,1641.01,Short
02/23/23 22:20:34,1640.55,Short
02/23/23 22:21:28,1642.28,Short
02/23/23 22:22:24,1643.07,Short
02/23/23 22:23:35,1643.62,Short
02/23/23 22:24:32,1643.82,Short
02/23/23 22:25:28,1644.93,Short
02/23/23 22:26:25,1644.19,Short
02/23/23 22:27:23,1644.0,Short
02/23/23 22:28:35,1644.45,Short
02/23/23 22:29:29,1643.68,Short
02/23/23 22:30:24,1643.35,Short
02/23/23 22:31:20,1642.46,Short
02/23/23 22:32:30,1642.87,Short
02/23/23 22:33:25,1643.29,Short
02/23/23 22:34:20,1643.14,Short
02/23/23 22:35:31,1642.56,Short
02/23/23 22:36:34,1643.31,Short
02/23/23 22:37:30,1641.35,Short
02/23/23 22:38:25,1641.89,Short
02/23/23 22:39:20,1641.79,Short
02/23/23 22:40:29,1641.44,Short
02/23/23 22:41:25,1643.62,Short
02/23/23 22:42:19,1641.66,Short
02/23/23 22:43:28,1643.08,Short
02/23/23 22:44:23,1643.4,Short
02/23/23 22:45:35,1643.87,Short
02/23/23 22:46:30,1642.52,Short
02/23/23 22:47:26,1643.28,Short
02/23/23 22:48:22,1643.82,Short
02/23/23 22:49:31,1642.73,Short
02/23/23 22:50:27,1643.0,Short
02/23/23 22:51:24,1645.21,Short
02/23/23 22:52:34,1645.71,Short
02/23/23 22:53:30,1645.59,Short
02/23/23 22:54:26,1647.26,Short
02/23/23 22:55:20,1646.41,Short
02/23/23 22:56:29,1645.66,Short
02/23/23 22:57:25,1646.57,Short
02/23/23 22:58:21,1645.81,Short
02/23/23 22:59:34,1646.75,Short
02/23/23 23:04:34,1647.6,Short
02/23/23 23:05:29,1647.65,Short
02/23/23 23:06:25,1649.28,Short
02/23/23 23:07:21,1649.02,Short
02/23/23 23:08:34,1648.52,Short
02/23/23 23:09:30,1649.39,Short
02/23/23 23:10:26,1648.59,Short
02/23/23 23:11:23,1648.13,Short
02/23/23 23:12:34,1646.0,Short
02/23/23 23:13:30,1647.5,Short
02/23/23 23:14:25,1646.0,Short
02/23/23 23:15:20,1645.59,Short
02/23/23 23:16:29,1645.4,Short
02/23/23 23:17:26,1645.44,Short
02/23/23 23:18:24,1644.81,Short
02/23/23 23:19:20,1644.93,Short
02/23/23 23:20:30,1644.11,Short
02/23/23 23:21:26,1645.96,Short
02/23/23 23:22:23,1645.21,Short
02/23/23 23:23:34,1645.29,Short
02/23/23 23:24:28,1645.98,Short
02/23/23 23:25:24,1645.91,Short
02/23/23 23:26:35,1646.84,Short
02/23/23 23:27:29,1647.16,Short
02/23/23 23:28:27,1646.77,Short
02/23/23 23:29:27,1647.39,Short
02/23/23 23:30:22,1647.73,Short
02/23/23 23:31:36,1647.36,Short
02/23/23 23:32:30,1648.33,Short
02/23/23 23:33:25,1648.26,Short
02/23/23 23:34:21,1647.44,Short
02/23/23 23:35:34,1647.03,Short
02/23/23 23:36:27,1646.93,Short
02/23/23 23:37:22,1647.72,Short
02/23/23 23:38:33,1647.84,Short
02/23/23 23:39:28,1648.5,Short
02/23/23 23:40:24,1648.92,Short
02/23/23 23:41:36,1648.23,Short
02/23/23 23:42:32,1647.57,Short
02/23/23 23:43:28,1647.55,Short
02/23/23 23:44:25,1647.21,Short
02/23/23 23:45:20,1647.12,Short
02/23/23 23:46:29,1646.9,Short
02/23/23 23:47:25,1647.66,Short
02/23/23 23:48:20,1649.75,Short
02/23/23 23:49:29,1649.53,Short
02/23/23 23:50:26,1649.51,Short
02/23/23 23:51:20,1649.39,Short
02/23/23 23:52:30,1650.53,Short
02/23/23 23:53:28,1650.68,Short
02/23/23 23:54:25,1650.76,Short
02/23/23 23:55:21,1649.7,Short
02/23/23 23:56:34,1648.84,Short
02/23/23 23:57:31,1649.11,Short
02/23/23 23:58:27,1649.96,Short
02/23/23 23:59:24,1649.41,Short
02/24/23 00:03:37,1647.73,Short
02/24/23 00:04:33,1651.51,Short
02/24/23 00:05:29,1650.87,Short
02/24/23 00:06:26,1651.32,Short
02/24/23 00:07:22,1650.83,Short
02/24/23 00:08:35,1652.85,Short
02/24/23 00:09:30,1652.58,Short
02/24/23 00:10:24,1652.92,Short
02/24/23 00:11:35,1653.76,Short
02/24/23 00:12:29,1654.16,Short
02/24/23 00:13:25,1653.13,Short
02/24/23 00:14:21,1651.55,Short
02/24/23 00:15:32,1651.42,Short
02/24/23 00:16:29,1651.5,Short
02/24/23 00:17:27,1651.98,Short
02/24/23 00:18:24,1650.94,Short
02/24/23 00:19:20,1654.68,Short
02/24/23 00:20:29,1656.39,Short
02/24/23 00:21:26,1655.27,Short
02/24/23 00:22:21,1653.76,Short
02/24/23 00:23:33,1653.0,Short
02/24/23 00:24:27,1652.54,Short
02/24/23 00:25:24,1653.17,Short
02/24/23 00:26:36,1653.1,Short
02/24/23 00:27:32,1651.91,Short
02/24/23 00:28:30,1651.37,Short
02/24/23 00:29:26,1651.0,Short
02/24/23 00:30:22,1650.55,Short
02/24/23 00:31:34,1649.02,Short
02/24/23 00:32:32,1649.66,Short
02/24/23 00:33:34,1648.45,Short
02/24/23 00:34:28,1648.81,Short
02/24/23 00:35:24,1648.92,Short
02/24/23 00:36:36,1650.27,Short
02/24/23 00:37:32,1648.21,Short
02/24/23 00:38:30,1646.63,Short
02/24/23 00:39:29,1647.08,Short
02/24/23 00:40:25,1646.43,Short
02/24/23 00:41:21,1645.59,Short
02/24/23 00:42:33,1646.86,Short
02/24/23 00:43:27,1645.6,Short
02/24/23 00:44:24,1646.27,Short
02/24/23 00:45:35,1647.33,Short
02/24/23 00:46:30,1648.12,Short
02/24/23 00:47:26,1648.31,Short
02/24/23 00:48:21,1648.41,Short
02/24/23 00:49:32,1648.87,Short
02/24/23 00:50:28,1648.78,Short
02/24/23 00:51:27,1648.69,Short
02/24/23 00:52:25,1648.43,Short
02/24/23 00:53:37,1648.7,Short
02/24/23 00:54:35,1649.38,Short
02/24/23 00:55:30,1649.69,Short
02/24/23 00:56:30,1649.82,Short
02/24/23 00:57:25,1650.57,Short
02/24/23 00:58:20,1649.91,Short
02/24/23 00:59:29,1651.19,Short
02/24/23 01:04:29,1655.82,Short
02/24/23 01:05:25,1655.57,Short
02/24/23 01:06:19,1653.27,Short
02/24/23 01:07:32,1655.37,Short
02/24/23 01:08:26,1659.47,Short
02/24/23 01:09:22,1658.57,Short
02/24/23 01:10:34,1660.35,Short
02/24/23 01:11:27,1660.82,Short
02/24/23 01:12:22,1660.2,Short
02/24/23 01:13:34,1658.6,Short
02/24/23 01:14:30,1659.24,Short
02/24/23 01:15:29,1659.03,Short
02/24/23 01:16:26,1658.3,Short
02/24/23 01:17:23,1659.5,Short
02/24/23 01:18:35,1662.63,Short
02/24/23 01:19:30,1662.0,Short
02/24/23 01:20:27,1659.96,Short
02/24/23 01:21:24,1656.83,Short
02/24/23 01:22:34,1657.11,Short
02/24/23 01:25:26,1658.78,Short
02/24/23 01:26:19,1657.38,Short
02/24/23 01:27:30,1658.47,Short
02/24/23 01:28:28,1657.35,Short
02/24/23 01:29:24,1655.96,Short
02/24/23 01:30:35,1656.31,Short
02/24/23 01:31:29,1655.3,Short
02/24/23 01:32:26,1654.11,Short
02/24/23 01:33:23,1654.83,Short
02/24/23 01:34:34,1656.48,Short
02/24/23 01:35:27,1655.63,Short
02/24/23 01:36:23,1655.55,Short
02/24/23 01:37:34,1656.06,Short
02/24/23 01:38:27,1655.23,Short
02/24/23 01:39:23,1655.22,Short
02/24/23 01:40:34,1656.82,Short
02/24/23 01:41:31,1656.76,Short
02/24/23 01:42:27,1657.86,Short
02/24/23 01:43:23,1657.61,Short
02/24/23 01:44:35,1657.51,Short
02/24/23 01:45:30,1657.18,Short
02/24/23 01:46:26,1656.16,Short
02/24/23 01:47:20,1655.88,Short
02/24/23 01:48:30,1655.92,Short
02/24/23 01:49:26,1656.2,Short
02/24/23 01:50:20,1655.81,Short
02/24/23 01:51:29,1655.97,Short
02/24/23 01:52:25,1655.63,Short
02/24/23 01:53:20,1654.98,Short
02/24/23 01:54:32,1654.37,Short
02/24/23 01:55:30,1654.21,Short
02/24/23 01:56:26,1653.84,Short
02/24/23 01:57:21,1653.2,Short
02/24/23 01:58:31,1653.2,Short
02/24/23 01:59:27,1652.4,Short
02/24/23 02:04:26,1652.02,Short
02/24/23 02:05:21,1651.97,Short
02/24/23 02:06:32,1652.87,Short
02/24/23 02:07:28,1652.11,Short
02/24/23 02:08:23,1651.86,Short
02/24/23 02:09:35,1652.36,Short
02/24/23 02:10:30,1652.85,Short
02/24/23 02:11:29,1652.77,Short
02/24/23 02:12:28,1653.07,Short
02/24/23 02:13:26,1653.49,Short
02/24/23 02:14:21,1652.67,Short
02/24/23 02:15:31,1652.54,Short
02/24/23 02:16:29,1652.69,Short
02/24/23 02:17:26,1652.4,Short
02/24/23 02:18:22,1652.71,Short
02/24/23 02:19:33,1651.69,Short
02/24/23 02:20:28,1652.24,Short
02/24/23 02:21:24,1651.61,Short
02/24/23 02:22:21,1651.23,Short
02/24/23 02:23:33,1651.3,Short
02/24/23 02:24:29,1650.85,Short
02/24/23 02:25:26,1650.3,Short
02/24/23 02:26:20,1652.07,Short
02/24/23 02:27:30,1652.36,Short
02/24/23 02:28:27,1653.4,Short
02/24/23 02:29:24,1653.43,Short
02/24/23 02:30:34,1653.19,Short
02/24/23 02:31:28,1652.58,Short
02/24/23 02:32:24,1653.41,Short
02/24/23 02:33:35,1654.44,Short
02/24/23 02:34:29,1654.99,Short
02/24/23 02:35:30,1654.26,Short
02/24/23 02:36:27,1653.51,Short
02/24/23 02:37:23,1653.99,Short
02/24/23 02:38:35,1653.51,Short
02/24/23 02:39:30,1653.29,Short
02/24/23 02:40:26,1652.67,Short
02/24/23 02:41:21,1653.29,Short
02/24/23 02:42:31,1653.32,Short
02/24/23 02:43:27,1653.55,Short
02/24/23 02:44:23,1652.01,Short
02/24/23 02:45:35,1652.19,Short
02/24/23 02:46:33,1651.62,Short
02/24/23 02:47:33,1650.29,Short
02/24/23 02:48:30,1647.83,Short
02/24/23 02:49:27,1647.68,Short
02/24/23 02:50:24,1647.03,Short
02/24/23 02:51:20,1646.66,Short
02/24/23 02:52:31,1647.2,Short
02/24/23 02:53:26,1648.21,Short
02/24/23 02:54:21,1647.99,Short
02/24/23 02:55:29,1647.34,Short
02/24/23 02:56:25,1646.49,Short
02/24/23 02:57:19,1647.36,Short
02/24/23 02:58:28,1647.28,Short
02/24/23 02:59:23,1647.64,Short
02/24/23 03:04:24,1646.95,Short
02/24/23 03:05:35,1646.33,Short
02/24/23 03:06:31,1646.59,Short
02/24/23 03:07:27,1647.26,Short
02/24/23 03:08:25,1647.28,Short
02/24/23 03:09:37,1647.45,Short
02/24/23 03:10:32,1647.71,Short
02/24/23 03:11:36,1648.71,Short
02/24/23 03:12:29,1648.51,Short
02/24/23 03:13:26,1648.42,Short
02/24/23 03:14:19,1648.75,Short
02/24/23 03:15:29,1649.0,Short
02/24/23 03:16:26,1649.19,Short
02/24/23 03:17:23,1649.31,Short
02/24/23 03:18:39,1649.56,Short
02/24/23 03:19:20,1649.5,Short
02/24/23 03:20:29,1648.33,Short
02/24/23 03:21:25,1649.12,Short
02/24/23 03:22:23,1651.3,Short
02/24/23 03:23:35,1650.88,Short
02/24/23 03:24:32,1650.83,Short
02/24/23 03:25:27,1650.32,Short
02/24/23 03:26:24,1650.22,Short
02/24/23 03:27:35,1649.47,Short
02/24/23 03:28:30,1649.33,Short
02/24/23 03:29:26,1649.57,Short
02/24/23 03:30:23,1649.73,Short
02/24/23 03:31:33,1650.74,Short
02/24/23 03:32:32,1650.74,Short
02/24/23 03:33:30,1650.36,Short
02/24/23 03:34:28,1650.89,Short
02/24/23 03:35:26,1650.6,Short
02/24/23 03:36:21,1650.84,Short
02/24/23 03:37:35,1650.53,Short
02/24/23 03:38:30,1649.47,Short
02/24/23 03:39:26,1649.72,Short
02/24/23 03:40:20,1649.78,Short
02/24/23 03:41:29,1649.16,Short
02/24/23 03:42:27,1648.81,Short
02/24/23 03:43:24,1648.23,Short
02/24/23 03:44:35,1648.11,Short
02/24/23 03:45:29,1648.09,Short
02/24/23 03:46:26,1648.63,Short
02/24/23 03:47:20,1648.51,Short
02/24/23 03:48:32,1650.0,Short
02/24/23 03:49:28,1650.65,Short
02/24/23 03:50:30,1650.64,Short
02/24/23 03:51:27,1650.56,Short
02/24/23 03:52:24,1650.19,Short
02/24/23 03:53:20,1650.41,Short
02/24/23 03:54:31,1649.75,Short
02/24/23 03:55:28,1649.25,Short
02/24/23 03:56:25,1649.66,Short
02/24/23 03:57:20,1648.33,Short
02/24/23 03:58:29,1647.87,Short
02/24/23 03:59:27,1647.75,Short
02/24/23 04:04:26,1650.08,Short
02/24/23 04:05:21,1649.49,Short
02/24/23 04:06:31,1650.45,Short
02/24/23 04:07:32,1650.34,Short
02/24/23 04:08:27,1650.22,Short
02/24/23 04:09:23,1649.93,Short
02/24/23 04:10:34,1650.6,Short
02/24/23 04:11:28,1650.58,Short
02/24/23 04:12:24,1650.01,Short
02/24/23 04:13:36,1650.24,Short
02/24/23 04:14:34,1650.48,Short
02/24/23 04:15:29,1650.11,Short
02/24/23 04:16:25,1649.57,Short
02/24/23 04:17:22,1650.0,Short
02/24/23 04:18:35,1648.78,Short
02/24/23 04:19:29,1648.91,Short
02/24/23 04:20:25,1648.06,Short
02/24/23 04:21:21,1646.46,Short
02/24/23 04:22:32,1649.31,Short
02/24/23 04:23:27,1649.58,Short
02/24/23 04:24:23,1649.63,Short
02/24/23 04:25:34,1649.62,Short
02/24/23 04:26:30,1649.13,Short
02/24/23 04:27:28,1648.15,Short
02/24/23 04:28:27,1648.72,Short
02/24/23 04:29:27,1647.75,Short
02/24/23 04:30:26,1648.19,Short
02/24/23 04:31:22,1648.08,Short
02/24/23 04:32:35,1648.08,Short
02/24/23 04:33:29,1647.75,Short
02/24/23 04:34:24,1648.19,Short
02/24/23 04:35:35,1647.85,Short
02/24/23 04:36:30,1648.87,Short
02/24/23 04:37:29,1647.86,Short
02/24/23 04:38:26,1647.11,Short
02/24/23 04:39:20,1647.49,Short
02/24/23 04:40:31,1647.19,Short
02/24/23 04:41:26,1647.02,Short
02/24/23 04:42:22,1648.15,Short
02/24/23 04:43:36,1649.28,Short
02/24/23 04:44:31,1649.52,Short
02/24/23 04:45:31,1649.98,Short
02/24/23 04:46:29,1649.66,Short
02/24/23 04:47:27,1649.32,Short
02/24/23 04:48:25,1649.88,Short
02/24/23 04:49:19,1649.7,Short
02/24/23 04:50:29,1649.5,Short
02/24/23 04:51:25,1648.83,Short
02/24/23 04:52:26,1649.27,Short
02/24/23 04:53:20,1649.07,Short
02/24/23 04:54:29,1649.16,Short
02/24/23 04:55:26,1648.68,Short
02/24/23 04:56:22,1648.12,Short
02/24/23 04:57:31,1647.79,Short
02/24/23 04:58:29,1647.22,Short
02/24/23 04:59:26,1646.37,Short
02/24/23 05:02:38,1645.41,Short
02/24/23 05:03:19,1645.23,Short
02/24/23 05:04:30,1645.34,Short
02/24/23 05:05:26,1644.0,Short
02/24/23 05:06:20,1644.46,Short
02/24/23 05:07:33,1643.66,Short
02/24/23 05:08:28,1642.13,Short
02/24/23 05:09:27,1642.52,Short
02/24/23 05:10:21,1643.3,Short
02/24/23 05:11:32,1641.94,Short
02/24/23 05:12:28,1642.87,Short
02/24/23 05:13:26,1643.09,Short
02/24/23 05:14:24,1642.85,Short
02/24/23 05:15:35,1644.65,Short
02/24/23 05:16:31,1645.03,Short
02/24/23 05:17:27,1642.74,Short
02/24/23 05:18:26,1642.0,Short
02/24/23 05:19:23,1641.97,Short
02/24/23 05:20:35,1641.81,Short
02/24/23 05:21:29,1644.21,Short
02/24/23 05:22:32,1643.7,Short
02/24/23 05:23:28,1644.1,Short
02/24/23 05:24:23,1643.35,Short
02/24/23 05:25:34,1643.8,Short
02/24/23 05:26:29,1644.9,Short
02/24/23 05:27:25,1645.83,Short
02/24/23 05:28:19,1645.5,Short
02/24/23 05:29:29,1645.57,Short
02/24/23 05:30:28,1645.5,Short
02/24/23 05:31:25,1644.38,Short
02/24/23 05:32:22,1643.6,Short
02/24/23 05:33:34,1644.78,Short
02/24/23 05:34:29,1644.48,Short
02/24/23 05:35:28,1644.63,Short
02/24/23 05:36:23,1644.79,Short
02/24/23 05:37:34,1644.09,Short
02/24/23 05:38:29,1644.25,Short
02/24/23 05:39:26,1645.18,Short
02/24/23 05:40:21,1644.53,Short
02/24/23 05:41:30,1644.37,Short
02/24/23 05:42:33,1644.27,Short
02/24/23 05:43:30,1644.39,Short
02/24/23 05:44:27,1643.99,Short
02/24/23 05:45:24,1644.04,Short
02/24/23 05:46:35,1643.8,Short
02/24/23 05:47:31,1644.04,Short
02/24/23 05:48:27,1644.29,Short
02/24/23 05:49:23,1644.85,Short
02/24/23 05:50:33,1645.36,Short
02/24/23 05:51:29,1644.7,Short
02/24/23 05:52:25,1644.0,Short
02/24/23 05:53:20,1643.16,Short
02/24/23 05:54:32,1643.11,Short
02/24/23 05:55:28,1643.48,Short
02/24/23 05:56:25,1644.92,Short
02/24/23 05:57:21,1644.64,Short
02/24/23 05:58:35,1644.23,Short
02/24/23 05:59:29,1644.22,Short
02/24/23 06:04:25,1643.79,Short
02/24/23 06:05:19,1643.75,Short
02/24/23 06:06:30,1642.2,Short
02/24/23 06:07:26,1643.52,Short
02/24/23 06:08:21,1644.61,Short
02/24/23 06:09:30,1642.06,Short
02/24/23 06:10:26,1644.15,Short
02/24/23 06:11:23,1643.76,Short
02/24/23 06:12:35,1643.89,Short
02/24/23 06:13:32,1644.18,Short
02/24/23 06:14:27,1643.89,Short
02/24/23 06:15:22,1643.2,Short
02/24/23 06:16:37,1644.71,Short
02/24/23 06:17:31,1644.77,Short
02/24/23 06:18:26,1645.42,Short
02/24/23 06:19:21,1645.35,Short
02/24/23 06:20:31,1645.47,Short
02/24/23 06:21:27,1646.62,Short
02/24/23 06:22:23,1647.27,Short
02/24/23 06:23:36,1646.02,Short
02/24/23 06:24:32,1646.49,Short
02/24/23 06:25:27,1647.1,Short
02/24/23 06:26:24,1647.46,Short
02/24/23 06:27:21,1647.09,Short
02/24/23 06:28:33,1648.21,Short
02/24/23 06:29:30,1647.21,Short
02/24/23 06:30:26,1648.22,Short
02/24/23 06:31:19,1647.78,Short
02/24/23 06:32:29,1648.08,Short
02/24/23 06:33:24,1648.28,Short
02/24/23 06:34:19,1647.63,Short
02/24/23 06:35:29,1647.53,Short
02/24/23 06:36:25,1648.71,Short
02/24/23 06:37:23,1648.49,Short
02/24/23 06:38:35,1648.79,Short
02/24/23 06:39:31,1648.44,Short
02/24/23 06:40:28,1648.71,Short
02/24/23 06:41:23,1647.51,Short
02/24/23 06:42:20,1647.52,Short
02/24/23 06:43:32,1648.04,Short
02/24/23 06:44:34,1648.01,Short
02/24/23 06:45:28,1648.3,Short
02/24/23 06:46:24,1648.32,Short
02/24/23 06:47:36,1648.65,Short
02/24/23 06:48:34,1649.77,Short
02/24/23 06:49:30,1650.06,Short
02/24/23 06:50:28,1650.04,Short
02/24/23 06:51:26,1650.06,Short
02/24/23 06:52:21,1650.5,Short
02/24/23 06:53:32,1651.43,Short
02/24/23 06:54:27,1651.43,Short
02/24/23 06:55:22,1650.95,Short
02/24/23 06:56:31,1650.28,Short
02/24/23 06:57:27,1650.66,Short
02/24/23 06:58:25,1650.0,Short
02/24/23 06:59:20,1650.68,Short
02/24/23 07:04:36,1650.07,Short
02/24/23 07:05:32,1649.89,Short
02/24/23 07:06:28,1650.04,Short
02/24/23 07:07:25,1649.34,Short
02/24/23 07:08:21,1648.68,Short
02/24/23 07:09:30,1649.02,Short
02/24/23 07:10:28,1650.24,Short
02/24/23 07:11:28,1650.83,Short
02/24/23 07:12:23,1651.03,Short
02/24/23 07:13:34,1651.1,Short
02/24/23 07:14:29,1650.96,Short
02/24/23 07:15:25,1650.26,Short
02/24/23 07:16:36,1650.23,Short
02/24/23 07:17:32,1649.4,Short
02/24/23 07:18:27,1648.85,Short
02/24/23 07:19:25,1647.02,Short
02/24/23 07:20:18,1647.4,Short
02/24/23 07:21:27,1646.59,Short
02/24/23 07:22:24,1646.56,Short
02/24/23 07:23:35,1646.46,Short
02/24/23 07:24:29,1647.01,Short
02/24/23 07:25:25,1644.34,Short
02/24/23 07:26:20,1644.74,Short
02/24/23 07:27:31,1646.28,Short
02/24/23 07:28:28,1645.3,Short
02/24/23 07:29:25,1645.81,Short
