Time,Price,Side
02/23/23 19:04:34,1643.1,Short
02/23/23 19:05:28,1644.0,Short
02/23/23 19:06:23,1645.15,Short
02/23/23 19:07:20,1645.48,Short
02/23/23 19:08:29,1645.81,Short
02/23/23 19:09:24,1646.16,Short
02/23/23 19:10:18,1646.62,Short
02/23/23 19:11:27,1649.01,Short
02/23/23 19:12:23,1649.41,Short
02/23/23 19:13:21,1648.84,Short
02/23/23 19:14:31,1649.76,Short
02/23/23 19:15:30,1651.9,Short
02/23/23 19:16:26,1652.32,Short
02/23/23 19:17:22,1654.39,Short
02/23/23 19:18:33,1653.5,Short
02/23/23 19:19:27,1653.76,Short
02/23/23 19:20:23,1654.56,Short
02/23/23 19:21:18,1653.35,Short
02/23/23 19:22:26,1655.04,Short
02/23/23 19:23:23,1652.89,Short
02/23/23 19:24:33,1654.01,Short
02/23/23 19:25:28,1654.1,Short
02/23/23 19:26:25,1653.75,Short
02/23/23 19:27:20,1653.22,Short
02/23/23 19:28:30,1654.4,Short
02/23/23 19:29:25,1653.73,Short
02/23/23 19:30:21,1653.46,Short
02/23/23 19:31:17,1653.74,Short
02/23/23 19:32:27,1654.01,Short
02/23/23 19:33:23,1654.37,Short
02/23/23 19:34:17,1654.97,Short
02/23/23 19:35:26,1656.24,Short
02/23/23 19:36:25,1655.74,Short
02/23/23 19:37:22,1655.25,Short
02/23/23 19:38:19,1654.59,Short
02/23/23 19:39:29,1653.15,Short
02/23/23 19:40:27,1653.65,Short
02/23/23 19:41:24,1652.01,Short
02/23/23 19:42:19,1652.0,Short
02/23/23 19:43:29,1652.79,Short
02/23/23 19:44:24,1653.35,Short
02/23/23 19:45:21,1653.69,Short
02/23/23 19:46:31,1654.86,Short
02/23/23 19:47:28,1651.85,Short
02/23/23 19:48:27,1653.99,Short
02/23/23 19:49:23,1653.73,Short
02/23/23 19:50:20,1654.51,Short
02/23/23 19:51:30,1653.49,Short
02/23/23 19:52:27,1653.13,Short
02/23/23 19:53:24,1652.43,Short
02/23/23 19:54:20,1651.62,Short
02/23/23 19:55:30,1653.51,Short
02/23/23 19:56:26,1651.52,Short
