time,Open,High,Low,Close,Volume
1610049600000,1256.045,1269.98,1225.19,1247.1125,413232.047
1610056800000,1246.6399999999999,1262.79,1203.39,1237.525,422387.963
1610064000000,1241.96,1235.26,1160.47,1202.4750000000001,500818.466
1610071200000,1207.085,1188.34,1064.6,1147.5825,1195857.768
1610078400000,1168.6950000000002,1178.4,1142.3,1155.2775000000001,431738.17
1610085600000,1150.205,1215.34,1125.75,1174.935,492668.274
1610092800000,1179.3249999999998,1225.81,1187.07,1211.5149999999999,362094.895
1610100000000,1216.59,1275.25,1218.65,1244.3075,685000.916
1610107200000,1241.665,1279.06,1223.1,1253.51,585280.824
1610114400000,1255.94,1269.09,1171.05,1227.4775,809039.572
1610121600000,1234.885,1245.43,1200.21,1220.1100000000001,412730.394
1610128800000,1217.4,1223.8,1173.33,1200.06,493769.798
1610136000000,1201.555,1197.0,1136.71,1178.6275,717942.892
1610143200000,1190.4,1231.42,1167.42,1203.095,307831.265
1610150400000,1206.77,1236.96,1173.0,1207.165,451864.945
1610157600000,1209.35,1234.0,1179.45,1210.6499999999999,329893.207
1610164800000,1214.5749999999998,1229.74,1181.35,1206.5525,279662.899
1610172000000,1207.56,1201.41,1173.2,1189.7275,301160.392
1610179200000,1192.15,1225.8,1185.91,1205.88,257798.28
1610186400000,1205.905,1241.49,1205.41,1220.97,315886.085
1610193600000,1218.49,1233.02,1212.24,1223.0724999999998,212827.734
1610200800000,1223.5149999999999,1239.95,1207.72,1223.515,264219.387
1610208000000,1223.1950000000002,1228.87,1195.8,1218.275,308162.559
1610215200000,1224.2150000000001,1242.75,1222.1,1231.0175,201118.737
1610222400000,1229.6100000000001,1302.9,1220.0,1263.0275000000001,749953.521
1610229600000,1264.605,1314.0,1267.0,1289.27,484918.269
1610236800000,1288.04,1341.41,1279.96,1307.2725,445911.986
1610244000000,1303.8600000000001,1347.14,1305.82,1323.82,347201.698
1610251200000,1321.1599999999999,1331.92,1307.76,1317.9325000000001,226976.119
1610258400000,1316.025,1350.7,1315.6,1332.945,224580.509
1610265600000,1332.74,1354.66,1320.93,1339.625,290424.927
1610272800000,1341.455,1342.0,1260.0,1300.03,834735.664
1610280000000,1299.06,1326.32,1240.13,1285.3625,633196.221
1610287200000,1287.5,1316.75,1277.27,1302.865,401191.173
1610294400000,1308.72,1329.0,1250.5,1297.1875,731019.296
1610301600000,1304.625,1313.84,1258.2,1285.7175,382750.06
1610308800000,1285.415,1277.53,1168.49,1246.735,1102825.283
1610316000000,1270.46,1289.0,1257.52,1269.6775,292485.453
1610323200000,1266.095,1264.5,1190.45,1230.955,624206.928
1610330400000,1234.435,1215.99,1006.2,1134.5449999999998,1538111.201
1610337600000,1157.995,1134.23,1050.4,1096.1875,993625.635
1610344800000,1100.06,1096.71,1011.0,1068.67,1101537.584
1610352000000,1083.4850000000001,1136.6,1049.16,1098.5575,592330.105
1610359200000,1104.235,1149.73,1065.0,1105.0349999999999,719090.297
1610366400000,1102.705,1104.0,1026.85,1056.6775,930916.715
1610373600000,1047.93,1049.7,950.99,1001.3125,1270175.143
1610380800000,1002.28,1023.75,915.2,978.73,1684685.566
1610388000000,987.985,1025.0,944.76,988.1775,703712.591
1610395200000,991.4749999999999,1045.39,960.1,1005.6225,604315.331
1610402400000,1008.5,1093.62,1022.76,1058.8275,474555.676
1610409600000,1059.4650000000001,1091.4,1037.46,1067.8125,527004.651
1610416800000,1071.195,1090.99,1044.59,1070.2175,315862.304
1610424000000,1072.645,1131.0,1076.87,1107.0549999999998,440015.265
1610431200000,1110.175,1153.13,1123.33,1136.9725,407005.801
1610438400000,1135.7150000000001,1145.66,1107.17,1127.5775,365189.985
1610445600000,1128.74,1124.28,1069.12,1102.8474999999999,511528.997
1610452800000,1108.995,1113.21,1026.0,1066.8425,576625.958
1610460000000,1064.08,1067.98,1007.0,1039.01,700601.799
1610467200000,1040.53,1128.1,1053.54,1088.6975,513403.291
1610474400000,1086.575,1124.0,1062.0,1097.3,403443.251
1610481600000,1101.6,1088.13,1052.5,1075.9575,329804.433
1610488800000,1081.6,1089.51,1025.0,1061.01,440870.87
1610496000000,1064.7649999999999,1051.2,987.21,1030.1125,699369.861
1610503200000,1041.02,1060.37,1015.68,1038.7125,436339.212
1610510400000,1039.4,1050.0,1011.02,1036.3400000000001,272715.975
1610517600000,1042.17,1081.5,1032.71,1056.91,303368.022
1610524800000,1056.7150000000001,1078.5,1054.24,1067.7,291223.254
1610532000000,1069.03,1098.7,1057.64,1070.1675,386571.743
1610539200000,1062.165,1072.0,1045.54,1062.065,276902.793
1610546400000,1065.3600000000001,1085.19,1050.0,1068.8000000000002,272237.359
1610553600000,1070.005,1081.72,1062.25,1072.8825,200150.836
1610560800000,1073.78,1111.51,1072.58,1090.75,291924.019
1610568000000,1089.455,1129.81,1092.8,1113.73,323607.029
1610575200000,1116.1550000000002,1138.63,1110.0,1126.9250000000002,275234.543
1610582400000,1129.535,1150.0,1116.0,1128.225,377636.435
1610589600000,1123.45,1123.33,1092.81,1107.7199999999998,239892.528
1610596800000,1107.37,1116.96,1087.68,1103.2825,188486.077
1610604000000,1104.245,1164.66,1107.0,1133.0125,349073.514
1610611200000,1130.195,1174.24,1143.67,1154.025,347758.953
1610618400000,1149.095,1178.0,1147.44,1160.46,259919.584
1610625600000,1158.2,1198.0,1148.68,1177.205,368285.329
1610632800000,1181.07,1222.2,1187.88,1204.4875,412470.381
1610640000000,1203.935,1249.32,1213.34,1224.4424999999999,513035.229
1610647200000,1217.5549999999998,1234.51,1205.71,1223.3875,285537.991
1610654400000,1226.665,1235.52,1165.0,1205.4175,467083.05
1610661600000,1210.5749999999998,1240.69,1180.0,1211.15,270323.364
1610668800000,1211.955,1260.0,1226.81,1238.7824999999998,363629.561
1610676000000,1234.1599999999999,1245.56,1203.35,1226.0,255887.342
1610683200000,1227.545,1228.84,1184.94,1205.2225,296136.652
1610690400000,1203.555,1244.85,1175.73,1212.2775,380440.242
1610697600000,1214.2649999999999,1249.5,1205.56,1232.7224999999999,311795.757
1610704800000,1237.915,1242.07,1221.0,1231.0024999999998,218931.326
1610712000000,1230.4699999999998,1232.27,1198.0,1220.4025000000001,379726.109
1610719200000,1225.67,1231.72,1128.39,1181.7575000000002,679503.597
1610726400000,1183.46,1170.76,1070.0,1135.025,1124009.201
1610733600000,1149.67,1176.82,1121.76,1147.3174999999999,438906.561
1610740800000,1145.345,1168.0,1111.31,1143.5175,377506.993
1610748000000,1147.38,1176.12,1152.57,1164.3225,194425.386
1610755200000,1164.3,1199.62,1168.63,1179.1625,283708.026
1610762400000,1174.2,1191.8,1158.72,1177.6925,247198.09
1610769600000,1180.125,1185.98,1152.13,1171.0025,198222.274
1610776800000,1172.9499999999998,1191.59,1163.84,1176.365,172871.243
1610784000000,1175.0149999999999,1225.0,1178.57,1201.45,306510.524
1610791200000,1201.115,1229.7,1208.82,1219.4199999999998,238180.376
1610798400000,1219.58,1251.59,1190.0,1224.175,489713.844
1610805600000,1227.5549999999998,1283.81,1218.45,1254.5225,429888.097
1610812800000,1257.915,1296.79,1250.0,1271.415,493652.528
1610820000000,1269.435,1262.8,1220.04,1248.4725,401687.338
1610827200000,1255.525,1283.6,1222.23,1248.9625,394376.386
1610834400000,1245.01,1243.42,1200.0,1227.325,324773.345
1610841600000,1232.94,1253.34,1202.3,1234.75,304176.619
1610848800000,1241.6799999999998,1260.47,1233.07,1247.3825,169998.038
1610856000000,1247.995,1252.4,1213.2,1231.3325,224275.978
1610863200000,1229.865,1229.8,1169.24,1199.645,403468.734
1610870400000,1199.77,1213.86,1165.0,1185.865,426081.244
1610877600000,1182.3000000000002,1230.0,1168.34,1200.135,310344.891
1610884800000,1201.1,1229.1,1197.76,1211.9275000000002,268151.507
1610892000000,1210.4250000000002,1249.31,1193.0,1221.4,374513.26
1610899200000,1221.645,1253.0,1226.38,1239.3175,256693.3
1610906400000,1238.9450000000002,1243.51,1210.77,1227.2375,185478.373
1610913600000,1227.335,1269.0,1219.78,1243.1399999999999,248342.615
1610920800000,1241.8899999999999,1272.28,1225.0,1248.7475,224993.88
1610928000000,1248.855,1249.28,1227.49,1237.985,191711.529
1610935200000,1237.585,1245.3,1183.2,1216.1625000000001,326729.492
1610942400000,1218.075,1211.98,1188.26,1200.9775,219993.801
1610949600000,1201.835,1227.78,1196.0,1213.3725,193810.153
1610956800000,1214.855,1236.41,1216.01,1226.26,182689.547
1610964000000,1226.31,1232.15,1210.97,1225.6,198959.89
1610971200000,1229.6399999999999,1257.76,1225.26,1239.0400000000002,290874.48
1610978400000,1236.5700000000002,1258.32,1221.66,1241.9299999999998,295230.161
1610985600000,1243.87,1250.0,1213.33,1231.5375,240925.74
1610992800000,1231.4099999999999,1235.51,1216.08,1225.35,137756.119
1611000000000,1224.905,1238.28,1224.14,1231.6675,98700.437
1611007200000,1232.125,1265.96,1235.04,1249.79,185423.728
1611014400000,1249.08,1343.02,1255.51,1296.3075,629957.257
1611021600000,1293.35,1350.0,1318.45,1329.3875,453939.754
1611028800000,1324.55,1336.08,1307.0,1323.4099999999999,297364.27
1611036000000,1325.28,1392.4,1320.0,1355.005,490372.98
1611043200000,1353.81,1405.79,1369.0,1385.3425,547475.065
1611050400000,1383.29,1438.0,1365.0,1405.0275000000001,649505.978
1611057600000,1408.555,1444.05,1382.8,1419.9125000000001,722744.2
1611064800000,1426.4,1427.2,1382.93,1411.8075,428785.445
1611072000000,1418.55,1443.82,1408.09,1422.2575,506358.047
1611079200000,1418.56,1419.97,1337.0,1384.8100000000002,704784.855
1611086400000,1391.135,1423.16,1352.0,1387.37,447273.522
1611093600000,1387.16,1428.98,1366.15,1393.495,410282.971
1611100800000,1389.425,1411.38,1357.38,1381.065,396855.63
1611108000000,1377.75,1405.07,1340.48,1369.87,502190.141
1611115200000,1366.965,1371.32,1316.0,1350.68,468903.495
1611122400000,1357.7,1381.55,1340.47,1365.95,300184.345
1611129600000,1370.8899999999999,1375.55,1302.4,1340.755,492630.781
1611136800000,1342.535,1317.36,1252.0,1287.47,918173.057
1611144000000,1290.26,1312.0,1236.35,1281.8024999999998,721010.336
1611151200000,1289.4299999999998,1322.0,1268.21,1294.385,453055.743
1611158400000,1293.665,1320.84,1250.45,1290.1325,572593.086
1611165600000,1294.62,1352.49,1303.06,1329.185,347733.261
1611172800000,1330.595,1357.85,1306.4,1333.7425,320155.33
1611180000000,1335.3600000000001,1391.8,1314.59,1352.275,350787.993
1611187200000,1351.355,1391.0,1332.09,1360.6975,374112.347
1611194400000,1359.85,1345.16,1310.0,1330.8825,350681.16
1611201600000,1334.185,1338.46,1279.6,1313.1750000000002,432743.013
1611208800000,1317.3200000000002,1325.17,1300.84,1310.7225,235310.402
1611216000000,1308.44,1314.04,1233.0,1279.9875,812861.757
1611223200000,1286.455,1268.0,1225.77,1248.5475000000001,629151.729
1611230400000,1250.21,1261.46,1190.18,1231.9675,845833.03
1611237600000,1238.115,1246.65,1185.4,1215.1075,851528.765
1611244800000,1214.19,1222.0,1166.14,1193.825,741389.328
1611252000000,1193.58,1240.0,1183.55,1213.295,353380.024
1611259200000,1214.815,1236.04,1171.2,1202.9275,346033.809
1611266400000,1202.2350000000001,1173.8,1083.4,1135.2025,847182.151
1611273600000,1141.805,1135.73,1041.13,1103.35,1301990.016
1611280800000,1118.27,1165.0,1115.65,1141.6025,535180.97
1611288000000,1142.88,1188.89,1149.0,1168.555,443745.882
1611295200000,1168.165,1179.38,1133.01,1158.01,394647.744
1611302400000,1159.8249999999998,1183.67,1113.76,1153.5275000000001,451498.737
1611309600000,1158.3400000000001,1211.55,1159.0,1185.24,403536.075
1611316800000,1185.205,1229.9,1194.22,1210.58,383291.159
1611324000000,1209.1,1242.0,1219.11,1228.6924999999999,326720.698
1611331200000,1226.83,1255.0,1216.0,1234.9225000000001,404263.23
1611338400000,1234.345,1273.66,1224.96,1250.425,339427.836
1611345600000,1251.54,1274.52,1240.86,1257.0875,243753.604
1611352800000,1256.4850000000001,1258.28,1219.1,1239.1225,247167.43
1611360000000,1239.5549999999998,1242.89,1207.56,1229.7,302479.655
1611367200000,1234.175,1244.08,1211.89,1230.6675,217635.257
1611374400000,1233.35,1267.75,1230.0,1248.8475,233210.115
1611381600000,1248.8200000000002,1270.0,1248.83,1261.0749999999998,197677.181
1611388800000,1262.735,1274.0,1250.0,1260.505,268058.534
1611396000000,1259.0100000000002,1260.4,1213.14,1237.98,344903.362
1611403200000,1239.19,1240.83,1197.0,1222.9375,361288.066
1611410400000,1226.96,1240.67,1216.8,1230.4425,218627.368
1611417600000,1232.15,1261.65,1225.05,1243.1399999999999,238617.791
1611424800000,1242.9299999999998,1266.54,1244.97,1256.5025,185173.06
1611432000000,1257.25,1261.83,1230.47,1250.2175,195164.536
1611439200000,1254.2849999999999,1251.24,1225.35,1240.265,157582.616
1611446400000,1242.2350000000001,1249.5,1221.51,1236.2525,186048.849
1611453600000,1237.0,1295.35,1235.73,1266.01,304184.743
1611460800000,1266.48,1336.18,1290.5,1312.325,473819.068
1611468000000,1311.31,1334.5,1308.0,1321.9975,232809.733
1611475200000,1322.745,1349.33,1312.07,1330.425,300954.717
1611482400000,1330.15,1352.32,1327.2,1341.7375,227497.778
1611489600000,1343.7150000000001,1350.5,1314.16,1333.45,327372.182
1611496800000,1334.5700000000002,1331.49,1300.31,1319.68,250813.752
1611504000000,1323.46,1368.49,1305.2,1339.0124999999998,486393.162
1611511200000,1341.1799999999998,1362.98,1310.71,1340.2975000000001,379355.284
1611518400000,1343.75,1356.0,1326.2,1340.975,212382.942
1611525600000,1340.85,1401.88,1344.0,1373.455,386921.124
1611532800000,1373.97,1481.46,1385.11,1424.45,971854.97
1611540000000,1415.615,1446.8,1422.09,1434.115,297600.708
1611547200000,1433.7849999999999,1441.99,1395.0,1427.27,348267.504
1611554400000,1436.045,1446.88,1404.19,1429.595,237078.247
1611561600000,1433.655,1429.87,1385.0,1408.55,359155.79
1611568800000,1409.665,1424.46,1382.8,1403.5175000000002,279698.627
1611576000000,1403.4050000000002,1446.78,1406.42,1421.3574999999998,400780.069
1611583200000,1416.115,1440.0,1401.0,1423.9125,285405.84
1611590400000,1427.325,1445.0,1390.0,1418.055,481636.921
1611597600000,1418.6100000000001,1407.22,1355.04,1386.925,396730.561
1611604800000,1392.72,1385.68,1312.11,1357.6075,561075.277
1611612000000,1366.3200000000002,1348.87,1293.0,1327.12,518824.74
1611619200000,1333.3049999999998,1379.5,1306.0,1345.795,427891.989
1611626400000,1348.8400000000001,1379.09,1297.13,1342.0725,424324.909
1611633600000,1346.0349999999999,1350.73,1310.74,1328.4675000000002,293579.734
1611640800000,1326.2,1339.57,1302.33,1324.9375,330651.342
1611648000000,1328.9250000000002,1334.97,1294.44,1316.1175,347736.319
1611655200000,1317.53,1348.28,1310.13,1322.4225,361612.18
1611662400000,1315.6399999999999,1320.85,1259.99,1295.2799999999997,648734.728
1611669600000,1300.1399999999999,1291.34,1244.87,1275.0425,497257.412
1611676800000,1281.98,1330.0,1267.66,1301.79,539882.786
1611684000000,1304.75,1353.93,1318.03,1336.21,332686.86
1611691200000,1336.44,1364.71,1330.03,1343.26,322647.588
1611698400000,1339.15,1377.33,1325.09,1351.5275,341100.497
1611705600000,1351.845,1377.9,1316.34,1346.1625,344993.121
1611712800000,1345.205,1331.59,1301.45,1316.3325,237593.289
1611720000000,1316.145,1319.89,1273.34,1296.91,343574.379
1611727200000,1297.205,1311.23,1277.08,1291.4499999999998,219942.87
1611734400000,1288.745,1293.69,1249.53,1277.02,472222.359
1611741600000,1282.43,1302.48,1247.29,1267.7624999999998,468951.916
1611748800000,1260.6399999999999,1279.89,1235.0,1250.2150000000001,511637.79
1611756000000,1242.9850000000001,1287.35,1206.0,1252.8075,825476.913
1611763200000,1258.94,1308.95,1242.13,1273.02,698834.43
1611770400000,1270.5,1281.76,1223.07,1258.29,493847.744
1611777600000,1264.165,1298.59,1259.52,1275.995,353117.156
1611784800000,1272.935,1286.0,1235.11,1258.96,306923.915
1611792000000,1257.365,1267.82,1217.28,1247.4924999999998,315155.697
1611799200000,1252.435,1292.0,1264.66,1277.78,227131.418
1611806400000,1277.23,1304.27,1271.22,1291.4299999999998,207677.293
1611813600000,1295.115,1326.39,1280.39,1298.6125000000002,341820.167
1611820800000,1293.835,1303.66,1265.44,1289.2,254435.75
1611828000000,1293.85,1311.1,1280.63,1299.3975,291168.753
1611835200000,1302.9299999999998,1344.51,1293.98,1321.6475,411096.967
1611842400000,1324.0500000000002,1361.25,1332.61,1347.745,462505.078
1611849600000,1348.56,1359.68,1333.3,1346.3325000000002,285671.02
1611856800000,1346.1750000000002,1346.39,1322.0,1335.3475,206424.15
1611864000000,1336.5,1352.85,1325.46,1340.5099999999998,206792.859
1611871200000,1341.8649999999998,1362.94,1326.05,1342.1725000000001,254066.769
1611878400000,1339.85,1378.0,1328.28,1345.3425,352533.068
1611885600000,1337.545,1354.36,1311.4,1333.225,232065.978
1611892800000,1333.57,1328.0,1285.46,1310.0325,305726.185
1611900000000,1313.335,1320.54,1293.9,1309.085,214416.85
1611907200000,1310.9499999999998,1409.44,1295.92,1349.5900000000001,1079690.037
1611914400000,1346.5,1436.97,1350.11,1396.07,573844.817
1611921600000,1398.6,1433.82,1402.0,1421.8125,334694.704
1611928800000,1425.715,1443.0,1373.94,1411.3025,448575.053
1611936000000,1414.135,1411.3,1367.58,1388.2025,346781.779
1611943200000,1386.9650000000001,1383.46,1314.25,1355.7150000000001,468877.115
1611950400000,1362.575,1379.95,1334.13,1359.2075,309698.502
1611957600000,1361.375,1413.57,1371.0,1384.8899999999999,343360.335
1611964800000,1377.495,1409.35,1366.09,1382.2975000000001,267413.259
1611972000000,1376.875,1377.69,1328.0,1355.3650000000002,289512.931
1611979200000,1357.8850000000002,1355.3,1330.0,1341.685,198711.509
1611986400000,1340.72,1359.0,1328.8,1343.2425,199764.93
1611993600000,1342.585,1353.89,1336.89,1346.4175,171349.153
1612000800000,1347.445,1357.0,1338.22,1345.8975,174176.503
1612008000000,1344.185,1370.15,1331.0,1352.4099999999999,188665.345
1612015200000,1354.245,1382.0,1361.51,1370.8,221382.885
1612022400000,1369.845,1379.0,1347.14,1367.89,263806.348
1612029600000,1372.71,1384.5,1365.6,1374.245,114959.964
1612036800000,1373.44,1391.35,1370.0,1380.3825000000002,136828.72
1612044000000,1380.09,1394.8,1371.03,1383.095,137465.126
1612051200000,1383.275,1383.7,1362.2,1375.29,143495.875
1612058400000,1377.63,1380.41,1355.0,1367.5249999999999,104359.698
1612065600000,1367.3449999999998,1367.72,1345.7,1356.575,122844.188
1612072800000,1356.44,1358.0,1342.53,1350.3025,121140.601
1612080000000,1350.3400000000001,1356.75,1340.6,1346.98,155686.583
1612087200000,1345.2849999999999,1360.44,1340.31,1349.9975,124982.593
1612094400000,1349.62,1373.53,1345.61,1356.3674999999998,201536.873
1612101600000,1353.165,1353.0,1292.5,1326.81,395838.025
1612108800000,1330.87,1321.41,1285.12,1302.2825,298976.026
1612116000000,1301.3,1309.0,1281.96,1297.0575,165090.423
1612123200000,1298.635,1314.7,1292.55,1302.075,142853.373
1612130400000,1300.525,1322.94,1294.51,1306.415,115094.027
1612137600000,1304.105,1324.2,1270.0,1306.8675,328646.284
1612144800000,1316.635,1326.2,1309.1,1318.4625,143913.666
1612152000000,1319.275,1331.54,1311.74,1320.8925,146082.07
1612159200000,1320.145,1339.91,1302.71,1320.8,227535.209
1612166400000,1320.29,1341.86,1310.0,1325.205,177708.619
1612173600000,1324.48,1348.67,1325.0,1335.6975,210860.856
1612180800000,1334.56,1348.12,1326.06,1335.315,157754.595
1612188000000,1333.54,1331.0,1301.53,1315.8075,224891.458
1612195200000,1315.35,1323.26,1300.21,1311.2775,133353.135
1612202400000,1310.82,1334.99,1317.46,1326.425,111571.547
1612209600000,1326.625,1354.97,1330.38,1342.8775,155742.661
1612216800000,1343.08,1379.73,1345.36,1363.4625,264124.893
1612224000000,1364.38,1416.54,1371.12,1387.3774999999998,409375.673
1612231200000,1380.925,1394.14,1363.0,1378.38,180908.475
1612238400000,1378.19,1398.24,1370.01,1382.155,163434.615
1612245600000,1380.185,1429.0,1389.09,1406.075,331337.625
1612252800000,1403.105,1467.9,1411.0,1434.2075,661044.296
1612260000000,1428.965,1452.99,1413.08,1432.5725,366743.3
1612267200000,1432.1100000000001,1448.0,1411.0,1427.83,311004.663
1612274400000,1426.1599999999999,1451.0,1413.61,1430.575,370517.006
1612281600000,1428.845,1508.0,1424.28,1459.1675,932777.692
1612288800000,1452.1950000000002,1523.59,1470.41,1497.7975000000001,410593.551
1612296000000,1498.595,1546.0,1501.68,1522.7125,599937.731
1612303200000,1521.585,1551.5,1511.92,1525.4175,360681.614
1612310400000,1519.125,1537.91,1515.0,1523.5275,246973.278
1612317600000,1520.6,1554.0,1510.76,1533.03,251034.227
1612324800000,1533.6799999999998,1565.18,1540.3,1548.665,267275.9
1612332000000,1544.59,1576.5,1545.6,1554.6374999999998,271635.753
1612339200000,1548.225,1555.0,1515.5,1538.5425,494786.999
1612346400000,1541.835,1564.63,1525.59,1541.4625,301545.777
1612353600000,1537.815,1570.0,1525.54,1547.7649999999999,376903.074
1612360800000,1547.76,1605.2,1540.41,1575.3325,485963.366
1612368000000,1577.86,1646.19,1583.0,1618.4050000000002,721590.285
1612375200000,1622.2150000000001,1656.36,1620.0,1634.9475,438127.526
1612382400000,1631.715,1649.59,1605.97,1627.8875,286784.386
1612389600000,1627.995,1672.76,1632.0,1651.535,265140.153
1612396800000,1650.69,1703.37,1664.4,1682.5775,417055.458
1612404000000,1681.27,1701.57,1635.5,1670.665,472681.801
1612411200000,1672.795,1674.46,1636.49,1654.4575,242702.837
1612418400000,1653.44,1686.0,1651.14,1664.8675,235475.738
1612425600000,1661.165,1690.68,1571.11,1643.425,836538.384
1612432800000,1655.955,1655.53,1615.14,1633.485,391174.018
1612440000000,1631.635,1647.83,1609.1,1626.895,289422.205
1612447200000,1625.325,1644.0,1557.0,1604.76,714477.107
1612454400000,1609.02,1654.0,1567.57,1610.4524999999999,496921.09
1612461600000,1610.12,1670.0,1633.0,1649.595,285580.22
1612468800000,1647.69,1677.03,1630.0,1652.0874999999999,259864.318
1612476000000,1650.6599999999999,1643.97,1588.01,1617.805,324623.581
1612483200000,1619.62,1627.55,1592.46,1604.0600000000002,217811.698
1612490400000,1598.115,1659.0,1596.78,1625.1575,263334.793
1612497600000,1622.425,1649.28,1625.3,1638.5525,152649.804
1612504800000,1639.815,1674.87,1635.01,1652.8475,259294.618
1612512000000,1650.755,1683.52,1652.94,1664.3925,279711.745
